#------------------------
#   k         chi       dchi           
  12.400000       0.55672578E-02     0.21948403E-02   
  12.450000       0.64546215E-03     0.24140156E-02   
  12.500000      -0.53167763E-02     0.26331910E-02   
  12.550000      -0.53495469E-02     0.28523663E-02   
  12.600000      -0.23422893E-02     0.30715417E-02   
  12.650000      -0.20581113E-02     0.32907170E-02   
  12.700000       0.42457961E-03     0.32350411E-02   
  12.750000      -0.25685272E-02     0.30528685E-02   
  12.800000      -0.90542424E-03     0.28706960E-02   
  12.850000      -0.20030962E-02     0.26885234E-02   
  12.900000      -0.25695898E-02     0.25063509E-02   
  12.950000      -0.17531580E-02     0.23241783E-02   
  13.000000       0.22087956E-02     0.27356951E-02   
  13.050000       0.24303304E-02     0.35888808E-02   
  13.100000       0.53961118E-02     0.44420665E-02   
  13.150000       0.19432994E-02     0.52952522E-02   
  13.200000       0.15712410E-02     0.61484379E-02   
  13.250000       0.72765062E-03     0.70016235E-02   
  13.300000       0.20766043E-03     0.70270778E-02   
  13.350000       0.60150873E-02     0.64054759E-02   
  13.400000       0.55746591E-02     0.57838740E-02   
  13.450000       0.31582518E-02     0.51622721E-02   
  13.500000       0.18935688E-02     0.45406702E-02   
  13.550000       0.32061528E-03     0.39190683E-02   
  13.600000      -0.44177680E-03     0.32974664E-02   
  13.650000      -0.16476957E-02     0.26758645E-02   
  13.700000      -0.49037565E-02     0.28762484E-02   
  13.750000      -0.16841097E-02     0.33608505E-02   
  13.800000      -0.90940203E-03     0.38454527E-02   
  13.850000      -0.13553365E-02     0.43300549E-02   
  13.900000      -0.18626155E-02     0.48146570E-02   
  13.950000      -0.47427263E-02     0.52992592E-02   
  14.000000      -0.46415702E-02     0.57838614E-02   














