# data from ifeffit
#------------------------
#   k         chi       k         chi         dchi         win
  9.5000000      -0.12269006E-02    9.5000000      -0.19918157E-03   0.93354495E-02    1.0000000
  9.5500000      -0.17354200E-03    9.5500000       0.73124962E-03   0.92877940E-02    1.0000000
  9.6000000       0.85993463E-03    9.6000000       0.18110052E-02   0.94504224E-02    1.0000000
  9.6500000       0.18364810E-02    9.6500000       0.28029021E-02   0.95144607E-02    1.0000000
  9.7000000       0.27263768E-02    9.7000000       0.39426294E-02   0.96695251E-02    1.0000000
  9.7500000       0.35035021E-02    9.7500000       0.48891527E-02   0.96999021E-02    1.0000000
  9.8000000       0.41462636E-02    9.8000000       0.60955663E-02   0.97472679E-02    1.0000000
  9.8500000       0.46382910E-02    9.8500000       0.64751167E-02   0.98685338E-02    1.0000000
  9.9000000       0.49688723E-02    9.9000000       0.59504699E-02   0.98734243E-02    1.0000000
  9.9500000       0.51331170E-02    9.9500000       0.56748709E-02   0.99139581E-02    1.0000000
  10.000000       0.51318623E-02    10.000000       0.60732699E-02   0.98298986E-02    1.0000000
  10.050000       0.49870374E-02    10.050000       0.62133056E-02   0.97355381E-02    1.0000000
  10.100000       0.46876217E-02    10.100000       0.54368680E-02   0.96731825E-02    1.0000000
  10.150000       0.42413609E-02    10.150000       0.45883170E-02   0.96167228E-02    1.0000000
  10.200000       0.36676542E-02    10.200000       0.32150377E-02   0.96815869E-02    1.0000000
  10.250000       0.29893367E-02    10.250000       0.29336907E-02   0.95446439E-02    1.0000000
  10.300000       0.22317674E-02    10.300000       0.24077001E-02   0.94457994E-02    1.0000000
  10.350000       0.14219316E-02    10.350000       0.97055203E-03   0.93980223E-02    1.0000000
  10.400000       0.58758097E-03    10.400000      -0.23726504E-04   0.93402533E-02    1.0000000
  10.450000      -0.24357724E-03    10.450000      -0.63325634E-03   0.91105439E-02    1.0000000
  10.500000      -0.10446442E-02    10.500000      -0.15811075E-02   0.89941446E-02    1.0000000
  10.550000      -0.17902507E-02    10.550000      -0.30722380E-02   0.88478920E-02    1.0000000
  10.600000      -0.24572408E-02    10.600000      -0.33637453E-02   0.86506380E-02    1.0000000
  10.650000      -0.30253198E-02    10.650000      -0.44353876E-02   0.85173525E-02    1.0000000
