#------------------------
#   k         chi         dchi         e0
  8.6500000      -0.12189006E-02   0.34666227E-02    8348.5200
  8.7000000      -0.34520153E-03   0.38417209E-02    8348.5200
  8.7500000       0.58889650E-03   0.41542787E-02    8348.5200
  8.8000000       0.15807593E-02   0.39587885E-02    8348.5200
  8.8500000       0.25091442E-02   0.37632984E-02    8348.5200
  8.9000000       0.33137497E-02   0.35678083E-02    8348.5200
  8.9500000       0.39342744E-02   0.33723182E-02    8348.5200
  9.0000000       0.43104167E-02   0.31768280E-02    8348.5200
  9.0500000       0.40529939E-02   0.30905299E-02    8348.5200
  9.1000000       0.26325687E-02   0.33697920E-02    8348.5200
  9.1500000       0.10813329E-02   0.36490540E-02    8348.5200
  9.2000000      -0.44274032E-03   0.39283161E-02    8348.5200
  9.2500000      -0.17816777E-02   0.42075781E-02    8348.5200
  9.3000000      -0.27775059E-02   0.44868402E-02    8348.5200
  9.3500000      -0.22346855E-02   0.44146838E-02    8348.5200
  9.4000000      -0.56486860E-03   0.40887273E-02    8348.5200
  9.4500000       0.13957590E-02   0.37627708E-02    8348.5200
  9.5000000       0.34806636E-02   0.34368144E-02    8348.5200
  9.5500000       0.55233113E-02   0.31108579E-02    8348.5200
  9.6000000       0.73571683E-02   0.27849014E-02    8348.5200
  9.6500000       0.77497858E-02   0.28255505E-02    8348.5200
  9.7000000       0.78255850E-02   0.28788855E-02    8348.5200
  9.7500000       0.76632819E-02   0.29322205E-02    8348.5200
  9.8000000       0.73224515E-02   0.29855556E-02    8348.5200
  9.8500000       0.68626684E-02   0.30388906E-02    8348.5200
  9.9000000       0.66116985E-02   0.30122812E-02    8348.5200
  9.9500000       0.64484219E-02   0.29410930E-02    8348.5200
  10.000000       0.61939153E-02   0.28699049E-02    8348.5200
  10.050000       0.58175496E-02   0.27987167E-02    8348.5200
  10.100000       0.52886958E-02   0.27275286E-02    8348.5200
  10.150000       0.42913436E-02   0.26721139E-02    8348.5200
  10.200000       0.27080240E-02   0.26405670E-02    8348.5200
  10.250000       0.11110640E-02   0.26090200E-02    8348.5200
  10.300000      -0.36798786E-03   0.25774731E-02    8348.5200
  10.350000      -0.15975830E-02   0.25459261E-02    8348.5200
  10.400000      -0.21272111E-02   0.25247385E-02    8348.5200
  10.450000      -0.11877256E-02   0.25353345E-02    8348.5200
  10.500000      -0.38264532E-04   0.25459304E-02    8348.5200
  10.550000       0.11220658E-02   0.25565264E-02    8348.5200
