# data from ifeffit
#------------------------
#   k         chi         dchi         e0
  58.668144       0.23166331E-01   0.75222690E-03    20006.008
  58.672643       0.16041408E-01   0.12258170E-02    20006.008
  58.677143       0.68502197E-02   0.63455018E-03    20006.008
  58.699419      -0.27739010E-01   0.44774981E-03    20006.008
  58.703923      -0.32915225E-01   0.81535082E-03    20006.008
  58.708427      -0.36966418E-01   0.64135118E-03    20006.008
  58.712817      -0.40585162E-01   0.60701508E-03    20006.008
  58.717322      -0.43725074E-01   0.56861524E-03    20006.008
  58.721713      -0.45710925E-01   0.55074194E-03    20006.008
  58.744132      -0.21333840E-01   0.49453380E-03    20006.008
  58.748530      -0.15478597E-01   0.59045917E-03    20006.008
  58.753036      -0.87563827E-02   0.62440545E-03    20006.008
  58.757435      -0.36303828E-02   0.62964828E-03    20006.008
  58.761942       0.22812167E-02   0.63314434E-03    20006.008
  58.766334       0.83860505E-02   0.52264945E-03    20006.008
  58.788673       0.29698257E-01   0.53462731E-03    20006.008
  58.793188       0.31279041E-01   0.68171678E-03    20006.008
  58.797584       0.32781440E-01   0.79669143E-03    20006.008
  58.802100       0.33309336E-01   0.96794666E-03    20006.008
  58.806502       0.33532437E-01   0.10682950E-02    20006.008
  58.811019       0.34210986E-01   0.50141093E-03    20006.008
  58.833263       0.22326107E-01   0.75103032E-03    20006.008
  58.837672       0.19623815E-01   0.64215955E-03    20006.008
  58.842189       0.18374914E-01   0.63072563E-03    20006.008
  58.846595       0.18324840E-01   0.65963496E-03    20006.008
  58.851117       0.18590927E-01   0.64179718E-03    20006.008
  58.855521       0.18093873E-01   0.56251413E-03    20006.008
  58.877800       0.12877954E-03   0.47410772E-03    20006.008
  58.882207      -0.46326409E-02   0.71119547E-03    20006.008
  58.886733      -0.90763240E-02   0.62856982E-03    20006.008
  58.891145      -0.11198120E-01   0.57153012E-03    20006.008
  58.895557      -0.11978551E-01   0.73020217E-03    20006.008
  58.900086      -0.11223257E-01   0.40677505E-03    20006.008
  58.922269      -0.88753657E-02   0.78737506E-03    20006.008
  58.926685      -0.10824774E-01   0.11314726E-02    20006.008
  58.931214      -0.11996107E-01   0.73672340E-03    20006.008
