e (keV)         k		ksqchi         	ksqdchi			
11.08984849  26.850000      -0.29421612        1.2572450
11.10013492  26.900000      -0.31458634        1.2591892
11.1104405  26.950000      -0.33255580        1.2582197
11.12076521  27.000000      -0.32615330        1.2551511
11.13110905  27.050000      -0.31082012        1.2520338
11.14147204  27.100000      -0.29300847        1.2488676
11.15185416  27.150000      -0.27291219        1.2456523
11.16225542  27.200000      -0.25072828        1.2423879
11.17267582  27.250000      -0.22665691        1.2390740
11.18311535  27.300000      -0.20090143        1.2357107
11.19357403  27.350000      -0.17366838        1.2322977
11.20405184  27.400000      -0.14516752        1.2288347
11.21454878  27.450000      -0.11561183        1.2253218
11.22506487  27.500000      -0.85217547E-01    1.2217587
11.23560009  27.550000      -0.54204154E-01    1.2181453
11.24615445  27.600000      -0.22794404E-01    1.2144814
11.25672795  27.650000       0.87856571E-02    1.2107668
11.26732059  27.700000       0.40306684E-01    1.2070014
11.27793236  27.750000       0.71536014E-01    1.2031852
11.28856327  27.800000       0.10223765        1.1993177
11.29921332  27.850000       0.13217226        1.1953989
11.3098825  27.900000       0.16109713        1.1997802
11.32057083  27.950000       0.17999234        1.2136954
11.33127829  28.000000       0.19270729        1.2276871
11.34200489  28.050000       0.20399907        1.2417555
11.35275062  28.100000       0.21384856        1.2559008
11.36351549  28.150000       0.22223657        1.2701232
11.37429951  28.200000       0.22914381        1.2844229
11.38510265  28.250000       0.23455086        1.2988000
11.39592494  28.300000       0.23843824        1.3132548
11.40676636  28.350000       0.24078632        1.3277875
11.41762693  28.400000       0.24157540        1.3423981
11.42850662  28.450000       0.24078565        1.3570870
11.43940546  28.500000       0.23839717        1.3718542
11.45032343  28.550000       0.23438992        1.3867001
11.46126055  28.600000       0.22874378        1.4016246
11.47221679  28.650000       0.22143851        1.4166281
11.48319218  28.700000       0.21245379        1.4317107
11.49418671  28.750000       0.20176915        1.4468727
11.50520037  28.800000       0.18936407        1.4621141
11.51623317  28.850000       0.17346118        1.4358586
11.5272851   28.900000       0.14577766        1.4086082
11.53835618  28.950000       0.11651834        1.3811431
11.54944639  29.000000       0.85880952E-01    1.3534629
11.56055574  29.050000       0.54066144E-01    1.3255669
11.57168423  29.100000       0.21277426E-01    1.2974545
11.58283185  29.150000      -0.12278764E-01    1.2691251
11.59399861  29.200000      -0.46393067E-01    1.2405783
11.60518451  29.250000      -0.80853187E-01    1.2118133
11.61638955  29.300000      -0.11544389        1.1828298
11.62761372  29.350000      -0.14994695        1.1536268
11.63885704  29.400000      -0.18414122        1.1242042
11.65011949  29.450000      -0.21780252        1.0945610
11.66140107  29.500000      -0.25070369        1.0646969
11.6727018   29.550000      -0.28261456        1.0346112
11.68402166  29.600000      -0.31330193        1.0043034
11.69536066  29.650000      -0.34252955       0.97377278
11.7067188   29.700000      -0.37005817       0.94599813
11.71809607  29.750000      -0.38765014       0.95768683
11.72949249  29.800000      -0.37481601       0.96943819
11.74090804  29.850000      -0.35864244       0.98125225
11.75234272  29.900000      -0.33933175       0.99312916
11.76379655  29.950000      -0.31708933        1.0050691
11.77526951  30.000000      -0.29212358        1.0170721
11.78676161  30.050000      -0.26464603        1.0291384
11.79827285  30.100000      -0.23487123        1.0412681
11.80980323  30.150000      -0.20301686        1.0534614
11.82135274  30.200000      -0.16930367        1.0657185
11.83292139  30.250000      -0.13395558        1.0780393
11.84450918  30.300000      -0.97199602E-01    1.0904242
11.8561161   30.350000      -0.59265894E-01    1.1028732
11.86774217  30.400000      -0.20387798E-01    1.1153865
11.87938737  30.450000       0.19198192E-01    1.1279643
11.89105171  30.500000       0.59252391E-01    1.1406066
11.90273518  30.550000       0.99531914E-01    1.1533136
11.9144378   30.600000       0.13979067        1.1660855
11.92615955  30.650000       0.17977934        1.1789223
11.93790044  30.700000       0.21924538        1.1918244
11.94966046  30.750000       0.25793296        1.2047918
11.96143963  30.800000       0.29558303        1.2178246
11.97323793  30.850000       0.33193323        1.2309230
11.98505537  30.900000       0.36671793        1.2440871
11.99689194  30.950000       0.39966818        1.2573171
12.00874766  31.000000       0.43051173        1.2678545
12.02062251  31.050000       0.44342056        1.2654119
12.0325165   31.100000       0.41950251        1.2629339
12.04442962  31.150000       0.39309567        1.2604202
12.05636189  31.200000       0.36438930        1.2578708
12.06831329  31.250000       0.33357528        1.2552855
12.08028383  31.300000       0.30084819        1.2526644
12.09227351  31.350000       0.26640524        1.2500071
12.10428232  31.400000       0.23044635        1.2473137
12.11631027  31.450000       0.19317411        1.2445841
12.12835736  31.500000       0.15479384        1.2418181
12.14042359  31.550000       0.11551356        1.2390156
12.15250895  31.600000       0.75544012E-01    1.2361766
12.16461346  31.650000       0.35098681E-01    1.2333010
12.1767371  31.700000      -0.56062038E-02    1.2303886
12.18887987  31.750000      -0.46351653E-01    1.2274394
12.20104179  31.800000      -0.86915909E-01    1.2244532
12.21322284  31.850000      -0.12707443        1.2214299
12.22542303  31.900000      -0.16659990        1.2183695
12.23764236  31.950000      -0.20526219        1.2152718
12.24988082  32.000000      -0.24282834        1.2121367
12.26213843  32.050000      -0.27906260        1.2089641
12.27441517  32.100000      -0.31372636        1.2057540
12.28671104  32.150000      -0.34657817        1.2025063
12.29902606  32.200000      -0.37737375        1.1992208
12.31136021  32.250000      -0.40586592        1.1968829
12.3237135   32.300000      -0.41265726        1.1966022
12.33608593  32.350000      -0.39241751        1.1963024
12.3484775   32.400000      -0.36961826        1.1959835
12.3608882   32.450000      -0.34444971        1.1956456
12.37331804  32.500000      -0.31710459        1.1952884
12.38576702  32.550000      -0.28777820        1.1949121
12.39823513  32.600000      -0.25666845        1.1945164
12.41072239  32.650000      -0.22397580        1.1941015
12.42322878  32.700000      -0.18990335        1.1936670
12.43575431  32.750000      -0.15465674        1.1932132
12.44829897  32.800000      -0.11844430        1.1927398
12.46086277  32.850000      -0.81476967E-01    1.1922469
12.47344572  32.900000      -0.43968294E-01    1.1917343
12.48604779  32.950000      -0.61345079E-02    1.1912019
12.49866901  33.000000       0.31805514E-01    1.1906500
12.51130936  33.050000       0.69630223E-01    1.1900781
12.52396886  33.100000       0.10711539        1.1894865
12.53664748  33.150000       0.14403411        1.1888748
12.54934525  33.200000       0.18015675        1.1882433
12.56206215  33.250000       0.21525098        1.1875916
12.5747982   33.300000       0.24908179        1.1869199
12.58755337  33.350000       0.28141136        1.1862280
12.60032769  33.400000       0.31199920        1.1855160
12.61312115  33.450000       0.34060202        1.1842423
12.62593374  33.500000       0.34311781        1.1820921
12.63876547  33.550000       0.32011963        1.1799132
12.65161633  33.600000       0.29697965        1.1777054
12.66448634  33.650000       0.27369757        1.1754690
12.67737548  33.700000       0.25027305        1.1732034
12.69028376  33.750000       0.22670580        1.1709089
12.70321118  33.800000       0.20299547        1.1685852
12.71615773  33.850000       0.17914176        1.1662323
12.72912342  33.900000       0.15514434        1.1638502
12.74210825  33.950000       0.13100290        1.1614388
12.75511222  34.000000       0.10671710        1.1589981
12.76813532  34.050000       0.82286642E-01    1.1565277
12.78117757  34.100000       0.57711194E-01    1.1540279
12.79423895  34.150000       0.32990438E-01    1.1514983
12.80731946  34.200000       0.81240545E-02    1.1489391
12.82041912  34.250000      -0.16888277E-01    1.1463501
12.83353791  34.300000      -0.42046877E-01    1.1437313
12.84667584  34.350000      -0.67352066E-01    1.1410825
12.85983291  34.400000      -0.92804163E-01    1.1384036
12.87300911  34.450000      -0.11840349        1.1356947
12.88620446  34.500000      -0.14415037        1.1329556
12.89941894  34.550000      -0.17004511        1.1301863
12.91265255  34.600000      -0.19608804        1.1263190
12.92590531  34.650000      -0.20830066        1.1197183
12.9391772   34.700000      -0.19647081        1.1130653
12.95246823  34.750000      -0.18457012        1.1063600
12.9657784   34.800000      -0.17259844        1.0996022
12.97910771  34.850000      -0.16055561        1.0927918
12.99245615  34.900000      -0.14844150        1.0859286
13.00582373  34.950000      -0.13625592        1.0790126
13.01921045  35.000000      -0.12399873        1.0720436
13.0326163   35.050000      -0.11166978        1.0650215
13.0460413   35.100000      -0.99268910E-01    1.0579462
13.05948543  35.150000      -0.86795966E-01    1.0508176
13.0729487  35.200000      -0.74250793E-01    1.0436354
13.0864311  35.250000      -0.61633236E-01    1.0363997
13.09993265  35.300000      -0.48943142E-01    1.0291103
13.11345333  35.350000      -0.36180353E-01    1.0217670
13.12699315  35.400000      -0.23344715E-01    1.0143697
13.1405521  35.450000      -0.10436075E-01    1.0069184
13.1541302  35.500000       0.25457240E-02   0.99941287
13.16772743  35.550000       0.15600836E-01   0.99185299
13.1813438  35.600000       0.28729415E-01   0.98423866
13.1949793  35.650000       0.41931617E-01   0.97656976
13.20863395  35.700000       0.55207597E-01   0.96884614
13.22230773  35.750000       0.68557509E-01   0.96979519
13.23600065  35.800000       0.66539006E-01   0.97141613
13.2497127  35.850000       0.64414297E-01   0.97303473
13.2634439  35.900000       0.62276946E-01   0.97465101
13.27719423  35.950000       0.60126929E-01   0.97626495
13.2909637  36.000000       0.57964217E-01   0.97787653
13.30475231  36.050000       0.55788784E-01   0.97948572
13.31856005  36.100000       0.53600602E-01   0.98109255
13.33238693  36.150000       0.51399646E-01   0.98269697
13.34623295  36.200000       0.49185886E-01   0.98429899
13.36009811  36.250000       0.46959298E-01   0.98589857
13.3739824  36.300000       0.44719854E-01   0.98749573
13.38788583  36.350000       0.42467527E-01   0.98909044
13.4018084  36.400000       0.40202290E-01   0.99068269
13.41575011  36.450000       0.37924116E-01   0.99227245
13.42971096  36.500000       0.35632978E-01   0.99385974
13.44369094  36.550000       0.33328849E-01   0.99544453
13.45769006  36.600000       0.31011701E-01   0.99702681
13.47170832  36.650000       0.28681509E-01   0.99860654
13.48574571  36.700000       0.26338245E-01    1.0001838
13.49980224  36.750000       0.23981883E-01    1.0017584
13.51387791  36.800000       0.21612395E-01    1.0033305
13.52797272  36.850000       0.19229754E-01    1.0049000
13.54208667  36.900000       0.16833933E-01    1.0064670
13.55621975  36.950000       0.14424906E-01    1.0080313
13.57037197  37.000000       0.12002644E-01    1.0095930
13.58454333  37.050000       0.95671220E-02    1.0111521
13.59873382  37.100000       0.71183126E-02    1.0127086
13.61294346  37.150000       0.46561886E-02    1.0142623
13.62717223  37.200000       0.21807230E-02    1.0158135
13.64142014  37.250000      -0.30811110E-03    1.0173619
13.65568718  37.300000      -0.28103407E-02    1.0189077
13.66997336  37.350000      -0.53259927E-02    1.0204507
13.68427868  37.400000      -0.78550940E-02    1.0219911
13.69860314  37.450000      -0.10397672E-01    1.0235287
13.71294674  37.500000      -0.12953753E-01    1.0250636
13.72730947  37.550000      -0.15523365E-01    1.0265957
13.74169134  37.600000      -0.18106533E-01    1.0281250
13.75609235  37.650000      -0.20703286E-01    1.0296516
13.7705125  37.700000      -0.23313650E-01    1.0311753
13.78495178  37.750000      -0.25937652E-01    1.0326963
13.7994102  37.800000      -0.28575320E-01    1.0342144
13.81388776  37.850000      -0.31226679E-01    1.0368922
13.82838446  37.900000      -0.32964706E-01    1.0444856
13.84290029  37.950000      -0.31472342E-01    1.0521083
13.85743526  38.000000      -0.29971762E-01    1.0597603
13.87198937  38.050000      -0.28462952E-01    1.0674416
13.88656262  38.100000      -0.26945895E-01    1.0751523
13.901155  38.150000      -0.25420574E-01    1.0828925
13.91576652  38.200000      -0.23886974E-01    1.0906621
13.93039718  38.250000      -0.22345076E-01    1.0984613
13.94504698  38.300000      -0.20794864E-01    1.1062901
13.95971591  38.350000      -0.19236325E-01    1.1141486
13.97440399  38.400000      -0.17669439E-01    1.1220367
13.9891112  38.450000      -0.16094191E-01    1.1299546
14.00383754  38.500000      -0.14510563E-01    1.1379023
14.01858303  38.550000      -0.12918541E-01    1.1458798
14.03334765  38.600000      -0.11318107E-01    1.1538873
14.04813141  38.650000      -0.97092444E-02    1.1619247
14.06293431  38.700000      -0.80919374E-02    1.1699920
14.07775634  38.750000      -0.64661694E-02    1.1780895
14.09259751  38.800000      -0.48319239E-02    1.1862170
14.10745782  38.850000      -0.31891843E-02    1.1943747
14.12233727  38.900000      -0.15379343E-02    1.2025626
14.13723585  38.950000       0.12184243E-03    1.2107808
14.15215358  39.000000       0.17901625E-02    1.2190292
14.16709044  39.050000       0.34670424E-02    1.2273080
14.18204643  39.100000       0.51524985E-02    1.2356172
14.19702157  39.150000       0.68465473E-02    1.2439569
14.21201584  39.200000       0.85492053E-02    1.2523271
